price,rooms,address
"$1,299/mo","2 Beds, 2 Baths","240 East 30th St N, Tulsa, OK 74106"
"$1,395 /mo","3 Beds, 2 Baths",House for Rent
"$1,100 /mo","2 Beds, 1 Bath","1145 E 56th St, Tulsa, OK 74105"
"$1,085 /mo","3 Beds, 1 Bath",House for Rent
"$1,300 /mo","3 Beds, 1.5 Baths","6718 E 73rd St, Tulsa, OK 74133"
"$2,595 /mo","3 Beds, 2 Baths",House for Rent
"$1,500 /mo","3 Beds, 2 Baths","10434 S 68th E Ave, Tulsa, OK 74133"
"$1,700 /mo","4 Beds, 2 Baths",House for Rent
"$1,625 /mo","3 Beds, 2 Baths","1166 N Boston Pl, Tulsa, OK 74106"
"$1,905 /mo","4 Beds, 3 Baths",House for Rent
"$1,295 /mo","3 Beds, 1 Bath","4523 E 31st St, Tulsa, OK 74135"
$750/mo,"1 Bed, 1 Bath",Apartment for Rent
"$1,395 /mo","3 Beds, 1 Bath","1506 S Florence Pl, Tulsa, OK 74104"
"$2,400 /mo","4 Beds, 2.5 Baths",House for Rent
$850/mo,"1 Bed, 1 Bath","6378 S 80th E Ave, Tulsa, OK 74133"
"$1,600/mo","2 Beds, 2 Baths",Condo for Rent
"$1,950 /mo","3 Beds, 2 Baths","3732 E 28th St, Tulsa, OK 74114"
"$1,450 /mo","4 Beds, 1 Bath",House for Rent
$795 /mo,"3 Beds, 1 Bath","1313 S Jackson Ave, Tulsa, OK 74127"
"$1,700/mo","2 Beds, 2 Baths",House for Rent
"$1,650 /mo","3 Beds, 3 Baths","1319 N Allegheny Ave, Tulsa, OK 74115"
"$1,724 /mo","4 Beds, 2 Baths",House for Rent
"$2,100 /mo","4 Beds, 2.5 Baths","1115 E 48th Pl, Tulsa, OK 74105"
"$1,625 /mo","3 Beds, 1 Bath",House for Rent
"$2,395 /mo","3 Beds, 1 Bath","4630 S Columbia Ave, Tulsa, OK 74105"
"$1,150/mo","2 Beds, 2 Baths",House for Rent
"$1,199 /mo","3 Beds, 2 Baths","1327 N Norwood Ave, Tulsa, OK 74115"
"$1,450 /mo","3 Beds, 2 Baths",House for Rent
"$1,025/mo","2 Beds, 1 Bath","13806 E 30th St, Tulsa, OK 74134"
"$1,299 /mo","2 Beds, 1 Bath",House for Rent
"$1,350 /mo","3 Beds, 2 Baths","1132 S Rockford Ave, Tulsa, OK 74120"
"$1,200 /mo","3 Beds, 2 Baths",Apartment for Rent
"$2,150 /mo","3 Beds, 2 Baths","4817 E 13th St, Tulsa, OK 74112"
"$1,260 /mo","3 Beds, 1 Bath",House for Rent
"$1,385/mo","3 Beds, 2.5 Baths","1533 E 67th Pl, Tulsa, OK 74136"
"$1,050 /mo","2 Beds, 1 Bath",House for Rent
"$1,150 /mo","2 Beds, 2 Baths","2530 S 65th W Ave, Tulsa, OK 74107"
"$1,145 /mo","2 Beds, 1 Bath",House for Rent
"$1,095/mo","2 Beds, 1.5 Baths","2437 E 7th St, Tulsa, OK 74104"
"$1,350 /mo","3 Beds, 1 Bath",House for Rent
"$1,600 /mo","3 Beds, 2 Baths","1510 W 49th St, Tulsa, OK 74107"
$850 /mo,"3 Beds, 1 Bath",House for Rent
$895/mo,"1 Bed, 1 Bath","7146 S Darlington Ave, Tulsa, OK 74136"
"$1,060 /mo","3 Beds, 1 Bath",Condo for Rent
"$1,495 /mo","3 Beds, 2 Baths","43 E 50th St N, Tulsa, OK 74126"
"$1,255/mo","2 Beds, 1 Bath",House for Rent
"$1,245/mo","2 Beds, 1 Bath","4517 S Peoria Ave, Tulsa, OK 74105"
"$1,295 /mo","2 Beds, 1.5 Baths",House for Rent
"$1,495 /mo","3 Beds, 2 Baths","6933 E 5th Pl, Tulsa, OK 74112"
